id,name,website,shortDescription,billingCountry,billingCity,maturity,employees,totalFunding,currentInvestmentStage,dateFounded,is_enriched
45815,Factum,https://factum.law,"Factum is a legal AI company focused on security and hallucination-resistant answers. It reduces research, compliance checks, and drafting time to minutes by unifying EUR-Lex and 15+ national legislat",MK,Skopje,scaleup,Undisclosed,,Undisclosed,2022-01-01T00:00:00.000Z,
45831,Coroflo,https://www.corobaby.com/,"Coroflo has developed the world’s first accurate breastfeeding monitor, Coro. It is a revolutionary product using patented technology in a market where there is no equivalent product or reliable alter",IE,Dublin,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
45837,Laundryheap,https://laundryheap.com,Laundryheap is the world's leading on-demand laundry and dry cleaning service.,GB,London,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
45859,Timegate Instruments Oy,https://www.timegate.com,"With €2.5M revenue and positive EBITDA in 2025, Timegate is scaling fast to provide the data backbone to autonomous biologics manufacturing. We have solved the key technical challenges in real-time mo",FI,Oulu,scaleup,Undisclosed,,Undisclosed,2014-01-01T00:00:00.000Z,
45867,ZENJOB,https://www.zenjob.com/en/,Berlin-based marketplace for flexible sidejobs serving  the staffing market with an end-to-end automated platform.,DE,Berlin,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
45883,Wolt,https://wolt.com,"Wolt is a Helsinki-based technology company with a mission to bring joy, simplicity and earnings to the neighborhoods of the world. Wolt develops a local commerce platform that connects people looking",FI,Helsinki,scaleup,Undisclosed,,Undisclosed,2014-01-01T00:00:00.000Z,
45887,Element 16,https://element16.com,Element 16 provides process heat to industry using renewable or electricity when it is cheapest. Element 16 invented and patented a very low cost thermal storage technology to produce heat at a lower ,US,Los Angeles,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
45894,Gigs,https://gigs.com,"Gigs, the operating system for mobile services, empowers tech companies to seamlessly embed connectivity into their offerings in weeks. By bundling phone plans and travel data with their core services",US,San Francisco,scaleup,Undisclosed,,Undisclosed,2020-01-01T00:00:00.000Z,
45897,what3words,https://what3words.com,what3words is revolutionising the way we talk about location. It has divided the world into 3m squares and assigned each a unique combination of three words: a what3words address. It’s a free app and ,GB,London,scaleup,Undisclosed,,Undisclosed,2013-01-01T00:00:00.000Z,
45911,eeedo inc,https://eee.do,With eeedo desk we automate customer service using advanced AI. Our SaaS is omnichannel customer service software to help our clients create the best customer experience and automate their processes. ,FI,Tampere,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
45920,Nature's Principles,https://naturesprinciples.eu,"Ground-breaking patented fermentation process for lactic acid production and their derivatives that is more robust and resilient than traditional methods, it is feedstock agnostic and unlocks the prod",NL,Delft,scaleup,Undisclosed,,Undisclosed,2020-01-01T00:00:00.000Z,
45936,Scandit,https://www.scandit.com,"Scandit enables enterprises and consumers to change the way they interact with everyday objects and augment the physical world with real-time data capture.

With Scandit, businesses can speed up scann",CH,Zurich,scaleup,Undisclosed,,Undisclosed,2009-01-01T00:00:00.000Z,
45939,Harmonic,https://www.harmonic.ai/,"Harmonic is the startup discovery engine trusted by thousands of VCs at firms like GV, Founders Fund and GC to find their next fund returner.",US,New York,scaleup,Undisclosed,,Undisclosed,2021-01-01T00:00:00.000Z,
45946,CGTrader,https://www.cgtrader.com,"CGTrader runs a leading marketplace for 3D design, 3D printing, gaming, advertising, AR/VR and video production with over 12M users.",LT,Vilnius,scaleup,Undisclosed,,Undisclosed,2012-01-01T00:00:00.000Z,
45975,Deepmedi Inc.,https://deep-medi.com,"Deepmedi is a healthcare technology company that develops AI-powered, camera-based digital biomarker solutions to measure blood pressure, heart rate, and stress quickly and contactlessly with medical-",KR,Seoul,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
45983,Neuro Event Labs,https://neuroeventlabs.com,"Neuro Event Labs (NEL) produces Nelli, a smart solution for seizure detection combining AI and human expertise. NEL is a privately owned digital health technology company founded in 2015 with a missio",FI,Tampere,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
45991,ASTECH LLC,https://astech.al,We help non-tech companies enter E-commerce world through our solution.,AL,Tirana,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
45995,ALDORIA,https://www.aldoria.com/,"Aldoria provides a global Space Situational Awareness (SSA) solution designed to meet the growing needs of satellite operators and space stakeholders for secure, resilient, and autonomous space operat",FR,Toulouse,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
45996,Ubotica Technologies Ltd.,https://www.ubotica.com,"Ubotica has extensive background and achievements within Space AI, awarded by NASA and European Space Agency ESA. Ubotica's vision is to make maritime situational awareness at large, affordable and ef",IE,Dublin,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
46017,Nordic Inertial Oy,https://www.nordicinertial.com/,"Nordic Inertial Oy develops algorithms for precise motion sensing. Modern MEMS inertial sensors (accelerometers, gyroscopes) realize high-precision outputs previously seen only in very high-cost and b",FI,Tampere,scaleup,Undisclosed,,Undisclosed,2012-01-01T00:00:00.000Z,
46044,SESAME HR,https://www.sesametime.com,"Sesame HR is a comprehensive human resources software designed to help companies digitize, automate, and simplify their people management processes. It offers a wide range of tools that cover everythi",ES,Valencia,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46052,Payair,https://www.payair.com,Our mission is to be an innovative technology partner providing banks and PSPs with the best digital payment solutions.,SE,Stockholm,scaleup,Undisclosed,,Undisclosed,2009-01-01T00:00:00.000Z,
46070,BRAVO & Foundation of Entrepreneurs in BiH,https://bravo-bih.com/,"We promote partnerships between the private, public sector and civil society for sustainable community development, advocating for the education of young people with an emphasis on skills needed in th",BA,Sarajevo,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
46075,LeydenJar,https://www.leyden-jar.com,"Manufacture pure silicon anodes that enables ultra-high energy density batteries. First application in wearables, then scale-up to EVs and e-flight. Recently, magnificant-7 CE giant prefunded EUR 10mn",NL,Eindhoven,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
46086,Water Linked,https://www.waterlinked.com/,"World’s leading developer of disruptive sensors forunderwater navigation, localisation and imaging – enabling autonomy",NO,Trondheim,scaleup,Undisclosed,,Undisclosed,2013-01-01T00:00:00.000Z,
46100,Cyberday Inc,https://cyberday.ai,Cyberday is a Finnish AI-driven SaaS company that helps organizations manage cybersecurity compliance efficiently and at scale. Our agentic platform provides a centralized information security managem,FI,Tampere,scaleup,Undisclosed,,Undisclosed,2014-01-01T00:00:00.000Z,
46120,Qred Bank Ab,https://www.qred.fi/,"Qred isn’t just another bank, we’re the bank that small business owners actually need - and deserve. Since 2015, Qred has powered entrepreneurs by providing simple, fast, and flexible financing soluti",SE,Stockholm,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46124,Rocsole Oy,https://www.rocsole.com,"Rocsole builds the world’s leading industrial imaging solutions—turning real-time insights into actionable intelligence for unmatched efficiency, reliability, and ROI. Our award-winning technology com",FI,Kuopio,scaleup,Undisclosed,,Undisclosed,2012-01-01T00:00:00.000Z,
46155,Tpoint,https://tpoint.fi,Back-office operations management software for Small Business,FI,Kotka,scaleup,Undisclosed,,Undisclosed,2014-01-01T00:00:00.000Z,
46170,HR Duo,https://hrduo.com/,"HR Duo is building the workforce management platform for Frontline HR Enablement, purpose-built for operational SMEs (100–1,000 employees) in compliance-heavy sectors. Our platform integrates HR workf",IE,Dunshaughlin,scaleup,Undisclosed,,Undisclosed,2013-01-01T00:00:00.000Z,
46172,Cardlab ApS,https://www.cardlab.com/,"CardLab is a leading Cyber security company recognized by the European Union and
customers for its solutions for protecting critical infrastructure and providing a general
platform for cybersecurity w",DK,"Herlev, Copenhagen",scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
46191,HSL Technologies,https://www.hsl.tech,"HSL has developed the first and only liquid carrier that can bring renewable hydrogen and low-carbon silica to its place of usage at low cost, reduced carbon footprint, by reusing the existing liquid ",FR,Aix-en-Provence,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46198,Tranquility IoT & Big Data Solutions,https://www.tibsglobal.com,"Industrial IoT
Tranquility IoT & Big Data Solutions (TIBS Global) specialises in automation in the manufacturing industry (Industrial IoT).  We can help the manufacturing industry by retrofitting sens",GB,London,scaleup,Undisclosed,,Undisclosed,2019-01-01T00:00:00.000Z,
46205,Anthropic,https://www.anthropic.com/,Our mission is to ensure the world safely makes the transition through transformative AI.,US,San Francisco,scaleup,Undisclosed,,Undisclosed,2021-01-01T00:00:00.000Z,
46245,straiv GmbH,https://straiv.io/,We digitize the hotel stay for guests (e.g. self-check-in via smartphone without an app),DE,Stuttgart,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46248,SnapStack Solutions s.r.o.,https://www.snapstack.cz/,"AI, Automation, IoT, Enterprise Software Solutions, Web & Mobile apps, IT Consulting, Cyber Security",CZ,Prague,scaleup,Undisclosed,,Undisclosed,2014-01-01T00:00:00.000Z,
46261,Soundtrap AB,https://www.soundtrap.com,Soundtrap is on a mission to make music creation and podcasting simple and collaborative for everyone.,SE,Stockholm,scaleup,Undisclosed,,Undisclosed,2012-01-01T00:00:00.000Z,
46269,Architecture in a Box,https://architectureinabox.com/,"Architecture in a Box is a pioneering edtech startup redefining how students engage with STEAM (Science, Technology, Engineering, Arts, and Mathematics) through hands-on, sustainable learning. We desi",LB,koura district,scaleup,Undisclosed,,Undisclosed,2022-01-01T00:00:00.000Z,
46270,BOTNOI Group,https://botnoigroup.com,"BOTNOI Group is a leading AI innovation company in Thailand focused on creating intelligent solutions that enhance communication, productivity, and business efficiency. We develop advanced generative ",TH,Bangkok,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
46275,Altum Technologies,https://altumtechnologies.com/,"Altum Technologies is transforming industrial efficiency with a breakthrough in non-invasive ultrasonic cleaning technology.
Altum's solution eliminates the need for harmful chemicals and costly downt",FI,Helsinki,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
46282,Quvy,https://www.quvy.com/,"Quvy is a Synthetic Ad Network. We leverage machine learning, cutting-edge AI, & synthetic personas to predict outcomes for ads, allowing you to test creatives in a simulated, non-live environment. He",US,Irivine,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
46286,SoftGripping GmbH,https://soft-gripping.com/,"SoftGripping manufactures soft gripper fingers for the robotic handling of delicate foods and goods. Our main applications are in protein, bakery, and fruit & vegetable handling/harvesting, with addit",DE,Hannover,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46293,Whoever.global,https://www.whoever.global/,"AI product development. AI prototyping, AI agents, AI tools, AI analytics, Ai matchmaking systems",FI,Tampere,scaleup,Undisclosed,,Undisclosed,2023-01-01T00:00:00.000Z,
46301,Grants Funding Oy,https://grants.fi/,"Finland’s best expertise in public funding. Grants combines data, analysis, and expertise into Public Funding as a Service.

Additionally to expert services, we provide GrantedAI – Finland’s most comp",FI,Helsinki,scaleup,Undisclosed,,Undisclosed,2019-01-01T00:00:00.000Z,
46306,Candu,https://www.candu.ai/,"Candu is the platform for building product-led experiences without heavy engineering. Product and growth teams use Candu to ship tours, checklists, banners, tooltips, and full-page layouts, targeted b",GB,London,scaleup,Undisclosed,,Undisclosed,2019-01-01T00:00:00.000Z,
46317,Bee IT doo,https://beeit.io/,"Bee IT is a company dedicated to driving digital transformation and delivering advanced e-commerce solutions on leading platforms such as Salesforce, Adobe Commerce, and Shopify. We create web and mob",RS,Novi Sad,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
46321,Husky Intelligent Fridges,https://www.intelligentfridges.com/,"Husky is a Dutch tech company active across Europe after acquiring Selfly Store and Blockstore Group, known for its expertise in premium commercial refrigeration and intelligent vending solutions. Fou",NL,Amsterdam,scaleup,Undisclosed,,Undisclosed,2019-01-01T00:00:00.000Z,
46329,E.I. Games,https://www.eigames.com/,"Our community is dedicated to ensuring every student has the support, confidence, and emotional readiness to thrive in college. We believe education is not only about academic achievement but also abo",US,Miami,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46341,KC8 Capture Technologies,https://kc8capture.com/,"KC8 has a patented suite of capture processes utilising potassium carbonate solvents. The UNO processes, specifically the UNO MK 3 process, uses a precipitating form of the technology. These processes",AU,Melbourne,scaleup,Undisclosed,,Undisclosed,2020-01-01T00:00:00.000Z,
46343,VSORA,https://vsora.com,"VSORA is a French semiconductor company revolutionizing AI inference for data centers and intelligent systems. Its breakthrough chip architecture eliminates the memory wall bottleneck, delivering unma",FR,Paris,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46346,Excalibur,https://www.getexcalibur.com,Slovak cybersecurity vendor setting new standard for security through unique PAM solution.,SK,Poprad,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
46347,Canatu Plc,https://www.canatu.com,"Canatu is a fast-growing deep technology company creating advanced carbon nanotubes (Canatu CNTs), related products, and manufacturing equipment for the semiconductor, automotive and medical diagnosti",FI,Vantaa,scaleup,Undisclosed,,Undisclosed,2004-01-01T00:00:00.000Z,
46348,SunGreenH2,https://www.sungreenh2.com/,"SunGreenH2 is a materials-led electrolyser company. We design and manufacture rare-earth/PGM-free nanomaterial electrodes and AEM stacks that deliver higher efficiency, current density, and durability",SG,Singapore,scaleup,Undisclosed,,Undisclosed,2021-01-01T00:00:00.000Z,
46370,YARD Athens,https://www.yard.gr,"We are an experiential marketing agency dedicated to delivering narrative-driven experiences that forge deep emotional connections and redefining the art of brand engagement through award-winning, tra",GR,Athens,scaleup,Undisclosed,,Undisclosed,2009-01-01T00:00:00.000Z,
46378,Softmatch/ Powered by Recrout,https://www.softmatch.ai,We combine social science and SaaS technology to help hiring companies predict the best hires and select the right people based on competencies. ,NL,Amsterdam,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46379,evifile.com,https://www.evifile.com,"Evifile helps the C-suite get large complex projects right first time by preparing, sharing and collecting the right information in real time.  We work with advisors, project leads and on the ground m",GB,Leeds,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
46383,SME GmbH,https://www.smegroup.eu/en/,SME GmbH is trying to bring the cost savings to the companies from the industry (each industry sector),DE,Schönkirchen,scaleup,Undisclosed,,Undisclosed,1998-01-01T00:00:00.000Z,
46392,Nordsol,https://nordsol.com,Nordsol is a technology pioneer in on-site production of fossil-free bio-LNG. Its patented technology transforms biogas from organic waste into high-purity bio-LNG for heavy road and maritime transpor,NL,Utrecht region,scaleup,Undisclosed,,Undisclosed,2018-01-01T00:00:00.000Z,
46394,Greenely,https://www.greenely.se,"Greenely is one of the largest energy management platforms for consumers in the Nordics, empowering households to take full control of their energy use and transform it into profit. Through one intuit",SE,Stockholm,scaleup,Undisclosed,,Undisclosed,2014-01-01T00:00:00.000Z,
46395,BiomimX Srl,https://www.biomimx.com/,BiomimX S.r.l. is a deep-tech startup pioneering Organ-on-Chip (OoC) technology to transform drug discovery and safety testing. Our patented uBeat® platform recreates the natural mechanical environmen,IT,Milano,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
46413,Integrify Education Oy,https://www.integrify.io/mena,"Integrify Education delivers world-class Finnish tech training in Saudi Arabia and is now expanding across the Gulf to build digital talent for the future. Founded in Finland in 2016, Integrify runs i",FI,Finland,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
46421,ClickHouse,https://clickhouse.com/,"ClickHouse is a fast, open-source columnar database management system built for real-time data processing and analytics at scale. Engineered for high performance, 

ClickHouse Cloud delivers exception",NL,Amsterdam,scaleup,Undisclosed,,Undisclosed,2021-01-01T00:00:00.000Z,
46425,Cashin,https://www.cashin.com.br/,"Cashin is a B2B fintech that provides companies with a complete platform for managing reward and general payments. The platform offers detailed reports, statements, and full audit-ready documentation ",BR,São Paulo,scaleup,Undisclosed,,Undisclosed,2018-01-01T00:00:00.000Z,
46429,Fredo,https://www.hifredo.com,"Name Badge Printing and check-ins for B2B events with 100–15,000 attendees. Integrating with registration and networking platforms. Offering stress-free logistics, with free worldwide shipping and tru",DK,Copenhagen,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
46458,Hala Systems,https://www.halasystems.com/,"Hala Systems is an impact technology company building scalable, data-driven solutions for global security, crisis management, and humanitarian response.

Through advanced AI, data fusion, and field-pr",PT,Lisbon,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46473,Teyo Labs,https://teyolabs.com,"Teyo Labs incubates a portfolio of AI-native products as a studio, using our own resources and capital. We focus on domains where artificial intelligence does more than automate a task—it rewrites the",CH,"Pfaffikon, Zurich area",scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
46490,Securium Ltd,https://www.securium.co.uk/,"Securium is a multi-award-winning deep-tech company founded by AI pioneers and exited entrepreneurs on a mission to detect and prevent online harms at scale.
We partner with law enforcement, digital s",GB,Guildford,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
46508,Solved Ltd. (Slovakia),https://www.solved.fi,Creating a no-code community platform and expert marketplace.,SK,Žilina,scaleup,Undisclosed,,Undisclosed,2016-01-01T00:00:00.000Z,
46514,Nitro Games Plc,https://www.nitrogames.com/,"Developing and publishing mobile, PC and cross platform games",FI,Kotka,scaleup,Undisclosed,,Undisclosed,2007-01-01T00:00:00.000Z,
46516,SEAT CODE,https://code.seat/,"Digital innovation Hub, TTransforming mobility experiences",ES,Barcelona,scaleup,Undisclosed,,Undisclosed,2017-01-01T00:00:00.000Z,
46519,ONESOFTDIGM,https://www.onesoftdigm.com,"ONESOFTDIGM develops and provides Fitrus, an integrated digital health solution that combines advanced bio-sensing technology with AI analytics. Fitrus devices measure body composition, blood pressure",KR,Pohang,scaleup,Undisclosed,,Undisclosed,2015-01-01T00:00:00.000Z,
46539,AUTHENTIC JAPAN,https://www.authjapan.com/,"We create technology and services that make it possible to find people quickly when they go missing.

Starting from Japan’s mountains — where thousands of people get lost every year — we built a life-",JP,Fukuoka,scaleup,Undisclosed,,Undisclosed,2007-01-01T00:00:00.000Z,
46546,EVorkshop.com,https://evorkshop.com/,"We repair and upgrade high-voltage (HV) batteries for EVs and industrial applications. We operate Battery Technology Centers, where new diagnostic and repair technologies are developed for every new g",PL,Warsaw,scaleup,Undisclosed,,Undisclosed,2024-01-01T00:00:00.000Z,
